Package Name,Package Type,Custodian,Current Version,Dependencies for Current,Newer Versions,Dependencies for Latest,Latest Version,Current Version Vulnerable?,Current Version Vulnerability Details,Upgrade Version Vulnerable?,Upgrade Vulnerability Details,Suggested Upgrade,Upgrade Instruction,Remarks
langchain,Dependency Package,I&S,0.3.19,"langchain-core<1.0.0,>=0.3.58; langchain-text-splitters<1.0.0,>=0.3.8; langsmith<0.4,>=0.1.17; pydantic<3.0.0,>=2.7.4; SQLAlchemy<3,>=1.4; requests<3,>=2; PyYAML>=5.3; async-timeout<5.0.0,>=4.0.0; python_version < ""3.11""; langchain-community; extra == ""community""; langchain-anthropic; extra == ""anthropic""; langchain-openai; extra == ""openai""; langchain-azure-ai; extra == ""azure-ai""; langchain-cohere; extra == ""cohere""; langchain-google-vertexai; extra == ""google-vertexai""; langchain-google-genai; extra == ""google-genai""; langchain-fireworks; extra == ""fireworks""; langchain-ollama; extra == ""ollama""; langchain-together; extra == ""together""; langchain-mistralai; extra == ""mistralai""; langchain-huggingface; extra == ""huggingface""; langchain-groq; extra == ""groq""; langchain-aws; extra == ""aws""; langchain-deepseek; extra == ""deepseek""; langchain-xai; extra == ""xai""; langchain-perplexity; extra == ""perplexity""","0.3.20, 0.3.21, 0.3.22, 0.3.23, 0.3.24, 0.3.25","langchain-core<1.0.0,>=0.3.58; langchain-text-splitters<1.0.0,>=0.3.8; langsmith<0.4,>=0.1.17; pydantic<3.0.0,>=2.7.4; SQLAlchemy<3,>=1.4; requests<3,>=2; PyYAML>=5.3; async-timeout<5.0.0,>=4.0.0; python_version < ""3.11""; langchain-community; extra == ""community""; langchain-anthropic; extra == ""anthropic""; langchain-openai; extra == ""openai""; langchain-azure-ai; extra == ""azure-ai""; langchain-cohere; extra == ""cohere""; langchain-google-vertexai; extra == ""google-vertexai""; langchain-google-genai; extra == ""google-genai""; langchain-fireworks; extra == ""fireworks""; langchain-ollama; extra == ""ollama""; langchain-together; extra == ""together""; langchain-mistralai; extra == ""mistralai""; langchain-huggingface; extra == ""huggingface""; langchain-groq; extra == ""groq""; langchain-aws; extra == ""aws""; langchain-deepseek; extra == ""deepseek""; langchain-xai; extra == ""xai""; langchain-perplexity; extra == ""perplexity""",0.3.25,No,,No,None,0.3.25,"{'base_package': 'langchain==0.3.25', 'dependencies': ['langchain-core==0.3.61', 'langchain-text-splitters==0.3.8', 'langsmith==0.3.42', 'pydantic==2.11.5', 'SQLAlchemy==1.4.54', 'requests==2.32.3', 'PyYAML==5.4.1', 'async-timeout==4.0.3', 'langchain-community==0.3.24', 'langchain-anthropic==0.3.13', 'langchain-openai==0.3.18', 'langchain-azure-ai==0.1.3', 'langchain-cohere==0.4.4', 'langchain-google-vertexai==2.0.24', 'langchain-google-genai==2.1.4', 'langchain-fireworks==0.3.0', 'langchain-ollama==0.3.3', 'langchain-together==0.3.0', 'langchain-mistralai==0.2.10', 'langchain-huggingface==0.2.0', 'langchain-groq==0.3.2', 'langchain-aws==0.2.23', 'langchain-deepseek==0.1.3', 'langchain-xai==0.2.3', 'langchain-perplexity==0.1.1']}",
langchain-core,Dependency Package,I&S,0.3.40,"langsmith<0.4,>=0.1.126; tenacity!=8.4.0,<10.0.0,>=8.1.0; jsonpatch<2.0,>=1.33; PyYAML>=5.3; packaging<25,>=23.2; typing-extensions>=4.7; pydantic>=2.7.4","0.3.41, 0.3.42, 0.3.43, 0.3.44, 0.3.45rc1, 0.3.45, 0.3.46, 0.3.47, 0.3.48, 0.3.49, 0.3.50, 0.3.51, 0.3.52, 0.3.53, 0.3.54, 0.3.55, 0.3.56rc1, 0.3.56, 0.3.57, 0.3.58, 0.3.59, 0.3.60, 0.3.61","langsmith<0.4,>=0.1.126; tenacity!=8.4.0,<10.0.0,>=8.1.0; jsonpatch<2.0,>=1.33; PyYAML>=5.3; packaging<25,>=23.2; typing-extensions>=4.7; pydantic>=2.7.4",0.3.61,No,,No,None,0.3.61,"{'base_package': 'langchain-core==0.3.61', 'dependencies': ['langsmith==0.3.42', 'tenacity==8.5.0', 'jsonpatch==1.33', 'PyYAML==5.4.1', 'packaging==23.2', 'typing-extensions==4.13.2', 'pydantic==2.11.5']}",
langchain-text-splitters,Dependency Package,I&S,0.3.6,"langchain-core<1.0.0,>=0.3.51","0.3.7, 0.3.8","langchain-core<1.0.0,>=0.3.51",0.3.8,No,,No,None,0.3.8,"{'base_package': 'langchain-text-splitters==0.3.8', 'dependencies': ['langchain-core==0.3.61']}",
langdetect,Dependency Package,I&S,1.0.9,six,,six,1.0.9,No,,No,None,1.0.9,"{'base_package': 'langdetect==1.0.9', 'dependencies': ['six==1.17.0']}",
langsmith,Dependency Package,I&S,0.3.11,"httpx<1,>=0.23.0; langsmith-pyo3<0.2.0,>=0.1.0rc2; extra == ""langsmith-pyo3""; openai-agents<0.1,>=0.0.3; extra == ""openai-agents""; opentelemetry-api<2.0.0,>=1.30.0; extra == ""otel""; opentelemetry-exporter-otlp-proto-http<2.0.0,>=1.30.0; extra == ""otel""; opentelemetry-sdk<2.0.0,>=1.30.0; extra == ""otel""; orjson<4.0.0,>=3.9.14; platform_python_implementation != ""PyPy""; packaging>=23.2; pydantic<3,>=1; python_full_version < ""3.12.4""; pydantic<3.0.0,>=2.7.4; python_full_version >= ""3.12.4""; pytest>=7.0.0; extra == ""pytest""; requests<3,>=2; requests-toolbelt<2.0.0,>=1.0.0; rich<14.0.0,>=13.9.4; extra == ""pytest""; zstandard<0.24.0,>=0.23.0","0.3.12, 0.3.13, 0.3.14rc0, 0.3.14rc1, 0.3.14, 0.3.15, 0.3.16, 0.3.17, 0.3.18rc1, 0.3.18, 0.3.19, 0.3.20, 0.3.21, 0.3.22, 0.3.23, 0.3.24, 0.3.25rc1, 0.3.25rc2, 0.3.25, 0.3.26, 0.3.27rc1, 0.3.27, 0.3.28rc1, 0.3.28rc2, 0.3.28, 0.3.29rc0, 0.3.29, 0.3.30, 0.3.31, 0.3.32, 0.3.33, 0.3.34, 0.3.35, 0.3.36, 0.3.37rc0, 0.3.37, 0.3.38, 0.3.39, 0.3.40, 0.3.41, 0.3.42","httpx<1,>=0.23.0; langsmith-pyo3<0.2.0,>=0.1.0rc2; extra == ""langsmith-pyo3""; openai-agents<0.1,>=0.0.3; extra == ""openai-agents""; opentelemetry-api<2.0.0,>=1.30.0; extra == ""otel""; opentelemetry-exporter-otlp-proto-http<2.0.0,>=1.30.0; extra == ""otel""; opentelemetry-sdk<2.0.0,>=1.30.0; extra == ""otel""; orjson<4.0.0,>=3.9.14; platform_python_implementation != ""PyPy""; packaging>=23.2; pydantic<3,>=1; python_full_version < ""3.12.4""; pydantic<3.0.0,>=2.7.4; python_full_version >= ""3.12.4""; pytest>=7.0.0; extra == ""pytest""; requests<3,>=2; requests-toolbelt<2.0.0,>=1.0.0; rich<14.0.0,>=13.9.4; extra == ""pytest""; zstandard<0.24.0,>=0.23.0",0.3.42,No,,No,None,0.3.42,"{'base_package': 'langsmith==0.3.42', 'dependencies': ['httpx==0.28.1', 'langsmith-pyo3==0.1.0rc5', 'openai-agents==0.0.16', 'opentelemetry-api==1.33.1', 'opentelemetry-exporter-otlp-proto-http==1.33.1', 'opentelemetry-sdk==1.33.1', 'orjson==3.10.18', 'packaging==23.2', 'pydantic==1.10.22', 'pytest==2.11.5', 'requests==7.4.4', 'requests-toolbelt==2.32.3', 'rich==1.0.0', 'zstandard==13.9.4']}",
lazy-imports,Dependency Package,I&S,0.3.1,"black; extra == ""checking""; flake8; extra == ""checking""; isort; extra == ""checking""; mdformat; extra == ""checking""; pydocstyle; extra == ""checking""; mypy; extra == ""checking""; pylint; extra == ""checking""; pylintfileheader; extra == ""checking""; pytest; extra == ""testing""; packaging; extra == ""testing""; pylint; extra == ""all""; packaging; extra == ""all""; pylintfileheader; extra == ""all""; pytest; extra == ""all""; pydocstyle; extra == ""all""; mypy; extra == ""all""; black; extra == ""all""; mdformat; extra == ""all""; flake8; extra == ""all""; isort; extra == ""all""",0.4.0,"black; extra == ""checking""; flake8; extra == ""checking""; isort; extra == ""checking""; mdformat; extra == ""checking""; pydocstyle; extra == ""checking""; mypy; extra == ""checking""; pylint; extra == ""checking""; pylintfileheader; extra == ""checking""; pytest; extra == ""testing""; packaging; extra == ""testing""; pylint; extra == ""all""; packaging; extra == ""all""; pylintfileheader; extra == ""all""; pytest; extra == ""all""; pydocstyle; extra == ""all""; mypy; extra == ""all""; black; extra == ""all""; mdformat; extra == ""all""; flake8; extra == ""all""; isort; extra == ""all""",0.4.0,No,,No,None,0.4.0,"{'base_package': 'lazy-imports==0.4.0', 'dependencies': ['black==25.1.0', 'flake8==7.2.0', 'isort==6.0.1', 'mdformat==0.7.22', 'pydocstyle==6.3.0', 'mypy==1.15.0', 'pylint==3.3.7', 'pylintfileheader==1.0.0', 'pytest==8.3.5', 'packaging==25.0']}",
lazy-model,Dependency Package,I&S,0.2.0,pydantic>=1.9.0,0.3.0,pydantic>=1.9.0,0.3.0,No,,No,None,0.3.0,"{'base_package': 'lazy-model==0.3.0', 'dependencies': ['pydantic==1.10.22']}",
libclang,Dependency Package,I&S,18.1.1,,,,18.1.1,No,,No,None,18.1.1,"{'base_package': 'libclang==18.1.1', 'dependencies': []}",
llama-cloud,Dependency Package,I&S,0.1.0,pydantic>=1.10; httpx>=0.20.0; certifi>=2024.7.4,"0.1.1, 0.1.2, 0.1.3, 0.1.4, 0.1.5, 0.1.6, 0.1.7a1, 0.1.7, 0.1.8, 0.1.9, 0.1.10, 0.1.11, 0.1.12, 0.1.13, 0.1.14, 0.1.15, 0.1.16, 0.1.17, 0.1.18, 0.1.19, 0.1.20, 0.1.21, 0.1.22",pydantic>=1.10; httpx>=0.20.0; certifi>=2024.7.4,0.1.22,No,,No,None,0.1.22,"{'base_package': 'llama-cloud==0.1.22', 'dependencies': ['pydantic==1.10.22', 'httpx==0.28.1', 'certifi==2024.12.14']}",
llama-index,Dependency Package,I&S,0.11.14,"llama-index-agent-openai<0.5,>=0.4.0; llama-index-cli<0.5,>=0.4.1; llama-index-core<0.13,>=0.12.36; llama-index-embeddings-openai<0.4,>=0.3.0; llama-index-indices-managed-llama-cloud>=0.4.0; llama-index-llms-openai<0.4,>=0.3.0; llama-index-multi-modal-llms-openai<0.5,>=0.4.0; llama-index-program-openai<0.4,>=0.3.0; llama-index-question-gen-openai<0.4,>=0.3.0; llama-index-readers-file<0.5,>=0.4.0; llama-index-readers-llama-parse>=0.4.0; nltk>3.8.1","0.11.15, 0.11.16, 0.11.17, 0.11.18, 0.11.19, 0.11.20, 0.11.21, 0.11.22, 0.11.23, 0.12.0, 0.12.1, 0.12.2, 0.12.3, 0.12.4, 0.12.5, 0.12.6, 0.12.7, 0.12.8, 0.12.9, 0.12.10, 0.12.11, 0.12.12, 0.12.13, 0.12.14, 0.12.15, 0.12.16, 0.12.17, 0.12.18, 0.12.19, 0.12.20, 0.12.21, 0.12.22, 0.12.23, 0.12.24, 0.12.25, 0.12.26, 0.12.27, 0.12.28, 0.12.29, 0.12.30, 0.12.31, 0.12.32, 0.12.33, 0.12.34, 0.12.35, 0.12.36, 0.12.37","llama-index-agent-openai<0.5,>=0.4.0; llama-index-cli<0.5,>=0.4.1; llama-index-core<0.13,>=0.12.36; llama-index-embeddings-openai<0.4,>=0.3.0; llama-index-indices-managed-llama-cloud>=0.4.0; llama-index-llms-openai<0.4,>=0.3.0; llama-index-multi-modal-llms-openai<0.5,>=0.4.0; llama-index-program-openai<0.4,>=0.3.0; llama-index-question-gen-openai<0.4,>=0.3.0; llama-index-readers-file<0.5,>=0.4.0; llama-index-readers-llama-parse>=0.4.0; nltk>3.8.1",0.12.37,Yes,"CVE-2024-12704, CVSS_V3, LlamaIndex Improper Handling of Exceptional Conditions vulnerability, CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.6
CVE-2024-12911, CVSS_V3, LlamaIndex vulnerable to Creation of Temporary File in Directory with Insecure Permissions, CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:H, affects: >=0,<0.12.3
CVE-2024-12910, CVSS_V3, LlamaIndex Uncontrolled Resource Consumption vulnerability, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9
CVE-2024-12910, CVSS_V3, , CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9",Yes,"0.11.22: CVE-2024-12704, CVSS_V3, LlamaIndex Improper Handling of Exceptional Conditions vulnerability, CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.6
CVE-2024-12911, CVSS_V3, LlamaIndex vulnerable to Creation of Temporary File in Directory with Insecure Permissions, CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:H, affects: >=0,<0.12.3
CVE-2024-12910, CVSS_V3, LlamaIndex Uncontrolled Resource Consumption vulnerability, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9
CVE-2024-12910, CVSS_V3, , CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9; 0.11.20: CVE-2024-12704, CVSS_V3, LlamaIndex Improper Handling of Exceptional Conditions vulnerability, CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.6
CVE-2024-12911, CVSS_V3, LlamaIndex vulnerable to Creation of Temporary File in Directory with Insecure Permissions, CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:H, affects: >=0,<0.12.3
CVE-2024-12910, CVSS_V3, LlamaIndex Uncontrolled Resource Consumption vulnerability, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9
CVE-2024-12910, CVSS_V3, , CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9; 0.12.8: CVE-2024-12910, CVSS_V3, LlamaIndex Uncontrolled Resource Consumption vulnerability, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9
CVE-2024-12910, CVSS_V3, , CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9; 0.12.2: CVE-2024-12704, CVSS_V3, LlamaIndex Improper Handling of Exceptional Conditions vulnerability, CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.6
CVE-2024-12911, CVSS_V3, LlamaIndex vulnerable to Creation of Temporary File in Directory with Insecure Permissions, CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:H, affects: >=0,<0.12.3
CVE-2024-12910, CVSS_V3, LlamaIndex Uncontrolled Resource Consumption vulnerability, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9
CVE-2024-12910, CVSS_V3, , CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9; 0.12.20: CVE-2025-1752, CVSS_V3, LlamaIndex Vulnerable to Denial of Service (DoS), CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0.12.15,<0.12.21; 0.12.19: CVE-2025-1752, CVSS_V3, LlamaIndex Vulnerable to Denial of Service (DoS), CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0.12.15,<0.12.21; 0.12.17: CVE-2025-1752, CVSS_V3, LlamaIndex Vulnerable to Denial of Service (DoS), CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0.12.15,<0.12.21; 0.12.0: CVE-2024-12704, CVSS_V3, LlamaIndex Improper Handling of Exceptional Conditions vulnerability, CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.6
CVE-2024-12911, CVSS_V3, LlamaIndex vulnerable to Creation of Temporary File in Directory with Insecure Permissions, CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:H, affects: >=0,<0.12.3
CVE-2024-12910, CVSS_V3, LlamaIndex Uncontrolled Resource Consumption vulnerability, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9
CVE-2024-12910, CVSS_V3, , CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9; 0.11.15: CVE-2024-12704, CVSS_V3, LlamaIndex Improper Handling of Exceptional Conditions vulnerability, CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.6
CVE-2024-12911, CVSS_V3, LlamaIndex vulnerable to Creation of Temporary File in Directory with Insecure Permissions, CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:H, affects: >=0,<0.12.3
CVE-2024-12910, CVSS_V3, LlamaIndex Uncontrolled Resource Consumption vulnerability, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9
CVE-2024-12910, CVSS_V3, , CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9; 0.12.16: CVE-2025-1752, CVSS_V3, LlamaIndex Vulnerable to Denial of Service (DoS), CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0.12.15,<0.12.21; 0.12.15: CVE-2025-1752, CVSS_V3, LlamaIndex Vulnerable to Denial of Service (DoS), CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0.12.15,<0.12.21; 0.11.23: CVE-2024-12704, CVSS_V3, LlamaIndex Improper Handling of Exceptional Conditions vulnerability, CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.6
CVE-2024-12911, CVSS_V3, LlamaIndex vulnerable to Creation of Temporary File in Directory with Insecure Permissions, CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:H, affects: >=0,<0.12.3
CVE-2024-12910, CVSS_V3, LlamaIndex Uncontrolled Resource Consumption vulnerability, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9
CVE-2024-12910, CVSS_V3, , CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9; 0.11.16: CVE-2024-12704, CVSS_V3, LlamaIndex Improper Handling of Exceptional Conditions vulnerability, CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.6
CVE-2024-12911, CVSS_V3, LlamaIndex vulnerable to Creation of Temporary File in Directory with Insecure Permissions, CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:H, affects: >=0,<0.12.3
CVE-2024-12910, CVSS_V3, LlamaIndex Uncontrolled Resource Consumption vulnerability, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9
CVE-2024-12910, CVSS_V3, , CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9; 0.12.5: CVE-2024-12704, CVSS_V3, LlamaIndex Improper Handling of Exceptional Conditions vulnerability, CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.6
CVE-2024-12910, CVSS_V3, LlamaIndex Uncontrolled Resource Consumption vulnerability, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9
CVE-2024-12910, CVSS_V3, , CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9; 0.12.1: CVE-2024-12704, CVSS_V3, LlamaIndex Improper Handling of Exceptional Conditions vulnerability, CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.6
CVE-2024-12911, CVSS_V3, LlamaIndex vulnerable to Creation of Temporary File in Directory with Insecure Permissions, CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:H, affects: >=0,<0.12.3
CVE-2024-12910, CVSS_V3, LlamaIndex Uncontrolled Resource Consumption vulnerability, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9
CVE-2024-12910, CVSS_V3, , CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9; 0.11.21: CVE-2024-12704, CVSS_V3, LlamaIndex Improper Handling of Exceptional Conditions vulnerability, CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.6
CVE-2024-12911, CVSS_V3, LlamaIndex vulnerable to Creation of Temporary File in Directory with Insecure Permissions, CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:H, affects: >=0,<0.12.3
CVE-2024-12910, CVSS_V3, LlamaIndex Uncontrolled Resource Consumption vulnerability, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9
CVE-2024-12910, CVSS_V3, , CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9; 0.12.7: CVE-2024-12910, CVSS_V3, LlamaIndex Uncontrolled Resource Consumption vulnerability, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9
CVE-2024-12910, CVSS_V3, , CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9; 0.11.19: CVE-2024-12704, CVSS_V3, LlamaIndex Improper Handling of Exceptional Conditions vulnerability, CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.6
CVE-2024-12911, CVSS_V3, LlamaIndex vulnerable to Creation of Temporary File in Directory with Insecure Permissions, CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:H, affects: >=0,<0.12.3
CVE-2024-12910, CVSS_V3, LlamaIndex Uncontrolled Resource Consumption vulnerability, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9
CVE-2024-12910, CVSS_V3, , CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9; 0.11.17: CVE-2024-12704, CVSS_V3, LlamaIndex Improper Handling of Exceptional Conditions vulnerability, CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.6
CVE-2024-12911, CVSS_V3, LlamaIndex vulnerable to Creation of Temporary File in Directory with Insecure Permissions, CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:H, affects: >=0,<0.12.3
CVE-2024-12910, CVSS_V3, LlamaIndex Uncontrolled Resource Consumption vulnerability, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9
CVE-2024-12910, CVSS_V3, , CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9; 0.12.6: CVE-2024-12910, CVSS_V3, LlamaIndex Uncontrolled Resource Consumption vulnerability, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9
CVE-2024-12910, CVSS_V3, , CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9; 0.12.3: CVE-2024-12704, CVSS_V3, LlamaIndex Improper Handling of Exceptional Conditions vulnerability, CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.6
CVE-2024-12910, CVSS_V3, LlamaIndex Uncontrolled Resource Consumption vulnerability, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9
CVE-2024-12910, CVSS_V3, , CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9; 0.12.4: CVE-2024-12704, CVSS_V3, LlamaIndex Improper Handling of Exceptional Conditions vulnerability, CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.6
CVE-2024-12910, CVSS_V3, LlamaIndex Uncontrolled Resource Consumption vulnerability, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9
CVE-2024-12910, CVSS_V3, , CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9; 0.12.18: CVE-2025-1752, CVSS_V3, LlamaIndex Vulnerable to Denial of Service (DoS), CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0.12.15,<0.12.21; 0.11.18: CVE-2024-12704, CVSS_V3, LlamaIndex Improper Handling of Exceptional Conditions vulnerability, CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.6
CVE-2024-12911, CVSS_V3, LlamaIndex vulnerable to Creation of Temporary File in Directory with Insecure Permissions, CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:H, affects: >=0,<0.12.3
CVE-2024-12910, CVSS_V3, LlamaIndex Uncontrolled Resource Consumption vulnerability, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9
CVE-2024-12910, CVSS_V3, , CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H, affects: >=0,<0.12.9",0.12.37,"{'base_package': 'llama-index==0.12.37', 'dependencies': ['llama-index-agent-openai==0.4.8', 'llama-index-cli==0.4.1', 'llama-index-core==0.12.37', 'llama-index-embeddings-openai==0.3.1', 'llama-index-indices-managed-llama-cloud==0.6.11', 'llama-index-llms-openai==0.3.44', 'llama-index-multi-modal-llms-openai==0.5.0', 'llama-index-program-openai==0.3.1', 'llama-index-question-gen-openai==0.3.0', 'llama-index-readers-file==0.4.7', 'llama-index-readers-llama-parse==0.4.0', 'nltk==3.9.1']}",Not Used
llama-index-agent-openai,Dependency Package,I&S,0.3.4,"llama-index-core<0.13,>=0.12.18; llama-index-llms-openai<0.4,>=0.3.0; openai>=1.14.0","0.4.0, 0.4.1, 0.4.2, 0.4.3, 0.4.4, 0.4.5, 0.4.6, 0.4.7, 0.4.8","llama-index-core<0.13,>=0.12.18; llama-index-llms-openai<0.4,>=0.3.0; openai>=1.14.0",0.4.8,No,,No,None,0.4.8,"{'base_package': 'llama-index-agent-openai==0.4.8', 'dependencies': ['llama-index-core==0.12.37', 'llama-index-llms-openai==0.3.44', 'openai==1.82.0']}",
